audio_file,annotation,low_f,high_f,start_time,end_time
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.52018634,53.66304348,1520.949744,1551.076774
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.08540373,30.21583851,1530.000001,1531.8222
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,33.02950311,49.91149068,1540.806167,1557.691882
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,74.29658385,89.77173913,1563.88736,1580.530114
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,51.78726708,1569.955808,1592.24738
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,31.15372671,1596.559919,1598.321378
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.08540373,35.3742236,1612.352313,1614.478213
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.39596273,51.78726708,1612.954163,1641.562694
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.39596273,51.31832298,1665.361666,1691.844297
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.45807453,23.18167702,1680.048598,1682.196574
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,13.80279503,51.31832298,1720.684688,1751.297637
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,51.78726708,1778.012129,1800.000001
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,8.175465839,51.31832298,1829.696301,1856.239672
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.70341615,89.30279503,1860.182221,1877.067935
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.3742236,50.84937888,1896.428037,1906.983801
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.49689441,56.49689441,1910.397,1917.729
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.55434783,30.21583851,1923.666355,1925.75296
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.8431677,50.84937888,1965.847586,1980.242961
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,73.82763975,89.30279503,1992.147997,2009.398151
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,51.78726708,2016.256219,2034.478213
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.43012422,52.72515528,2068.572586,2091.034268
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,50.84937888,2135.15735,2154.958583
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.23447205,92.58540373,2149.674205,2169.900618
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,9.113354037,53.66304348,2187.205962,2219.701851
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,53.66304348,2237.852005,2262.876877
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,25.48291925,49.12888199,2250.08697,2271.355636
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,73.82763975,89.30279503,2270.524565,2287.410279
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,50.84937888,2288.315829,2318.382119
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.30590062,54.60093168,2320.265058,2336.907812
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.52018634,53.66304348,2338.724462,2363.931553
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.05124224,49.91149068,2389.613465,2412.451697
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,73.82763975,89.77173913,2398.117062,2416.156836
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.4363354,50.38043478,2439.987539,2450.481932
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,13.80279503,51.31832298,2448.884585,2467.349539
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.8431677,50.84937888,2469.110998,2481.927134
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.8431677,52.25621118,2570.160125,2583.037001
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.05124224,51.31832298,2604.229704,2622.269477
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.55434783,27.87111801,2617.972586,2619.445483
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.9052795,51.78726708,2620.259508,2643.279961
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.98913043,51.78726708,2653.782427,2684.942037
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,54.60093168,2704.48921,2728.602982
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.52018634,50.84937888,2751.739365,2773.362797
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.39596273,53.19409938,2804.207607,2828.746559
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.4363354,50.84937888,2837.791266,2854.43402
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,13.33385093,49.44254658,2858.685819,2879.458892
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,10.05124224,52.72515528,2903.500824,2932.048614
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.92701863,21.77484472,2909.73863,2911.395639
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,7.23757764,49.91149068,2954.450567,2984.699077
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.49223602,50.84937888,3003.213671,3033.522921
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,50.84937888,3053.379344,3074.030937
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.45807453,53.66304348,3099.469889,3126.25622
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,28.34006211,3142.76729,3145.528972
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,12.86490683,53.66304348,3150.784072,3192.998358
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,30.21583851,3159.95109,3161.976324
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,31.62267081,50.38043478,3286.697947,3301.518502
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.30590062,51.31832298,3307.41028,3327.515213
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.96118012,52.25621118,3344.572047,3364.494761
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.30590062,54.13198758,3363.760331,3384.472664
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,31.62267081,52.25621118,3394.549951,3408.823846
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.49223602,51.31832298,3409.977906,3440.651595
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.43012422,52.25621118,3426.781931,3441.940498
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.9052795,52.25621118,3446.234123,3459.414699
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,23.65062112,48.97360248,3462.203188,3488.382119
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,51.31832298,3517.76917,3537.874103
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,38.6568323,54.13198758,3536.112644,3548.807299
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,29.27795031,3553.843168,3555.240187
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.20962733,53.19409938,3568.117063,3581.905038
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.30590062,56.94565217,3580.750979,3599.276672
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.89906832,51.78726708,3620.524565,3646.460537
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.80279503,27.40217391,3622.346765,3624.958584
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,12.39596273,25.05745342,3642.998358,3645.063517
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.33385093,25.52639752,3661.998872,3663.699591
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,13.33385093,50.84937888,3675.726107,3706.642757
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,30.68478261,3689.878522,3692.429601
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.36801242,50.38043478,3735.179447,3757.16732
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.83695652,49.91149068,3784.610691,3806.537824
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.77484472,50.38043478,3821.778009,3843.583661
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.96118012,54.13198758,3874.069581,3895.024874
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18.96118012,49.44254658,3906.61511,3926.173384
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,52.72515528,3924.654884,3945.670917
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,11.92701863,24.58850932,3931.62648,3933.528972
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.89906832,51.78726708,3977.669787,3998.38212
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.83695652,51.78726708,4028.68027,4054.008841
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,31.62267081,4223.698754,4225.478505
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.02795031,54.02795031,4235.663,4254.118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14.27639752,52.27639752,4285.993,4306.197
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,30.68478261,4306.395639,4308.543614
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,38.6568323,53.66304348,4312.962305,4328.059502
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,30.68478261,4334.74891,4336.835514
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,51.78726708,4337.254829,4357.814019
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,50.38043478,4388.980062,4409.600623
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,74.29658385,87.42701863,4401.561059,4413.282866
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,30.68478261,4407.810592,4410.326791
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,23.77950311,52.77950311,4451.519,4460.1
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.11956522,52.72515528,4491.919003,4512.662305
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.83695652,51.31832298,4543.388474,4565.420561
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,28.34006211,4577.868536,4580.630218
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,38.1878882,52.72515528,4582.839564,4606.896885
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,18.49223602,31.15372671,4612.420249,4614.322742
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.67857143,30.21583851,4647.319626,4649.283489
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.7810559,50.84937888,4651.738318,4662.294081
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.77484472,50.84937888,4704.557944,4724.626169
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.14751553,28.34006211,4753.756698,4755.59782
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,30.21583851,4769.590343,4771.983801
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,14.27173913,32.09161491,4782.048599,4784.564798
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.55434783,30.21583851,4796.900312,4798.864175
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.9052795,52.25621118,6802.258,6809.367
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,59.75931677,79.92391304,6835.662928,6837.013084
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,57.41459627,77.57919255,6839.590654,6840.94081
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,61.16614907,77.11024845,6845.973209,6847.139252
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,60.22826087,83.20652174,6849.900935,6851.066978
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,61.63509317,85.08229814,6851.680685,6852.662617
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15,50,6857.413,6883.121
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,61.63509317,78.98602484,6856.897196,6858.247352
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,61.16614907,81.79968944,6866.225545,6867.759813
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,74.76552795,90.24068323,6872.301246,6888.503115
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,13.80279503,29.27795031,6885.925545,6888.994081
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18,53,6932.099,6939.519
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,52.72515528,6970.023676,6990.0919
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.70341615,89.30279503,7004.810592,7022.976324
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.1863354,53.1863354,7036.188,7043.349
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11,52,7054.435,7082.383
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,25.05745342,52.25621118,7080.511215,7102.543302
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,24.37267081,50.37267081,7125.539,7135.239
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,26,53,7175.734,7195.214
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.30590062,52.25621118,7225.908411,7246.590343
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.71273292,51.78726708,7256.828972,7268.550779
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,30.21583851,7257.759813,7259.416823
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,27.2484472,52.2484472,7278.873,7288.555
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,20.83695652,49.91149068,7289.723676,7311.633022
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21,54,7344.425,7351.053
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,75.70341615,88.36490683,7356.280063,7369.965732
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,17.55434783,51.78726708,7381.677259,7403.832088
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,49.91149068,7405.304985,7423.102493
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,18,50,7450.592,7457.014
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,19.5310559,52.5310559,7483.683,7489.18
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,78.04813665,88.36490683,7490.211215,7507.70187
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,14.74068323,50.84937888,7528.854206,7548.492835
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.55434783,30.68478261,7534.009346,7535.543614
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,11.92701863,56.00776398,7548.92243,7570.893147
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,42.87732919,63.97981366,7635.362929,7636.897197
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,43.81521739,65.38664596,7639.965733,7641.315888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,43.34627329,77.11024845,7644.568536,7646.471029
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,46.15993789,73.35869565,7649.109969,7651.442057
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,42.87732919,72.88975155,7653.774144,7655.615265
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,33.9673913,53.66304348,7658.796262,7673.647976
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,74.29658385,92.11645963,7661.128349,7674.998131
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,43.34627329,70.07608696,7663.76729,7665.731153
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,45.69099379,71.48291925,7668.738318,7670.456698
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,48.97360248,75.23447205,7673.525234,7674.936761
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,44.75310559,72.88975155,7678.189409,7680.276013
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,44.28416149,69.13819876,7683.221807,7685.308412
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,44.28416149,71.48291925,7688.56106,7690.647664
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,44.28416149,66.32453416,7694.442368,7695.853895
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,42.87732919,67.73136646,7699.965733,7701.806854
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.02795031,54.02795031,7721.506,7729.522
./audio/DCPP01A_d01_121109_191242.d100.x.wav,40Hz,40.5326087,69.13819876,7711.073832,7712.976325
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.8431677,51.78726708,7756.528973,7777.026792
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,17.08540373,31.15372671,7778.61215,7780.514642
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,37.7189441,50.84937888,7786.099378,7799.785047
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,76.17236025,89.30279503,7798.557633,7815.618692
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,38.6568323,53.19409938,7808.376948,7819.485047
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,28.80900621,7819.413396,7821.193147
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,35.3742236,52.25621118,7848.86106,7867.579128
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,21.21428571,53.21428571,7984.56,7993.61
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,23.18167702,50.84937888,8014.438942,8035.857322
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,15.20962733,27.87111801,8032.420561,8034.261683
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,27.40217391,53.66304348,8066.041434,8087.15296
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,36.3121118,53.19409938,8117.265421,8134.633334
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,16.61645963,34.4363354,8119.413396,8121.315889
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,23.18167702,51.31832298,8238.124611,8257.885982
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,77.11024845,86.48913043,8242.666044,8260.524923
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,15.67857143,54.13198758,8269.167914,8286.597197
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,22.24378882,53.66304348,8292.723988,8310.398755
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,34.4363354,51.31832298,8374.438942,8385.547042
