audio_file,annotation,start_time,end_time,start_time,end_time,low_f,high_f
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,805.5107918,807.4544712,11/9/2012 19:26:08,11/9/2012 19:26:09,13.33385093,25.52639752
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,807.5704013,821.8442964,11/9/2012 19:26:10,11/9/2012 19:26:24,33.02950311,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,839.2981308,841.9984423,11/9/2012 19:26:41,11/9/2012 19:26:44,11.92701863,27.40217391
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,855.7868453,857.6090447,11/9/2012 19:26:58,11/9/2012 19:27:00,15.20962733,32.56055901
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,857.5483047,884.0916757,11/9/2012 19:27:00,11/9/2012 19:27:26,12.86490683,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,875.4058587,876.9850981,11/9/2012 19:27:17,11/9/2012 19:27:19,11.45807453,26.46428571
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,908.6802677,935.6488187,11/9/2012 19:27:51,11/9/2012 19:28:18,16.61645963,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,960.3037005,987.3329913,11/9/2012 19:28:42,11/9/2012 19:29:09,13.80279503,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,977.0623849,978.8238444,11/9/2012 19:28:59,11/9/2012 19:29:01,10.98913043,22.71273292
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,985.626722,1014.964132,11/9/2012 19:29:08,11/9/2012 19:29:37,14.27173913,48.50465839
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1012.473793,1014.903392,11/9/2012 19:29:34,11/9/2012 19:29:37,11.92701863,21.77484472
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1018.967421,1045.024872,11/9/2012 19:29:41,11/9/2012 19:30:07,10.98913043,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1028.989518,1030.993937,11/9/2012 19:29:51,11/9/2012 19:29:53,17.55434783,30.68478261
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1041.982323,1064.942036,11/9/2012 19:30:04,11/9/2012 19:30:27,13.33385093,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1042.170093,1043.992292,11/9/2012 19:30:04,11/9/2012 19:30:06,17.55434783,33.02950311
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1071.071224,1092.269477,11/9/2012 19:30:33,11/9/2012 19:30:54,14.74068323,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1075.510792,1078.244091,11/9/2012 19:30:38,11/9/2012 19:30:40,15.67857143,32.56055901
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1092.689107,1113.948099,11/9/2012 19:30:55,11/9/2012 19:31:16,10.05124224,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1093.478726,1096.029805,11/9/2012 19:30:55,11/9/2012 19:30:58,12.39596273,27.40217391
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,1096.576465,1113.037,11/9/2012 19:30:59,11/9/2012 19:31:15,74.76552795,88.83385093
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1107.631141,1110.303701,11/9/2012 19:31:10,11/9/2012 19:31:12,15.67857143,32.56055901
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1122.992806,1144.555499,11/9/2012 19:31:25,11/9/2012 19:31:47,11.45807453,52.72515528
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1128.520145,1130.767524,11/9/2012 19:31:31,11/9/2012 19:31:33,11.45807453,23.65062112
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1143.229595,1144.825234,11/9/2012 19:31:45,11/9/2012 19:31:47,17.08540373,34.9052795
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1158.081308,1159.799688,11/9/2012 19:32:00,11/9/2012 19:32:02,18.02329193,33.02950311
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1171.03053,1172.81028,11/9/2012 19:32:13,11/9/2012 19:32:15,18.49223602,33.9673913
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1192.832683,1208.503598,11/9/2012 19:32:35,11/9/2012 19:32:51,34.9052795,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1214.329086,1234.616239,11/9/2012 19:32:56,11/9/2012 19:33:17,20.83695652,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1267.106578,1288.061871,11/9/2012 19:33:49,11/9/2012 19:34:10,16.14751553,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1268.685818,1270.447277,11/9/2012 19:33:51,11/9/2012 19:33:52,15.67857143,32.09161491
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1289.817781,1291.57924,11/9/2012 19:34:12,11/9/2012 19:34:14,13.80279503,30.21583851
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,1308.094965,1323.887359,11/9/2012 19:34:30,11/9/2012 19:34:46,75.70341615,88.83385093
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1319.453341,1340.044194,11/9/2012 19:34:41,11/9/2012 19:35:02,17.55434783,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1338.520145,1351.57924,11/9/2012 19:35:01,11/9/2012 19:35:14,39.1257764,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1358.801748,1392.816136,11/9/2012 19:35:21,11/9/2012 19:35:55,12.39596273,54.60093168
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1422.385407,1424.572046,11/9/2012 19:36:24,11/9/2012 19:36:27,11.92701863,24.58850932
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1424.693526,1445.102159,11/9/2012 19:36:27,11/9/2012 19:36:47,15.67857143,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,1433.175078,1450.236137,11/9/2012 19:36:35,11/9/2012 19:36:52,75.70341615,90.24068323
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1437.570402,1439.271121,11/9/2012 19:36:40,11/9/2012 19:36:41,16.61645963,28.34006211
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1455.306476,1457.979035,11/9/2012 19:36:57,11/9/2012 19:37:00,12.86490683,27.87111801
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1475.643269,1497.934842,11/9/2012 19:37:18,11/9/2012 19:37:40,12.86490683,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1489.309765,1491.253444,11/9/2012 19:37:31,11/9/2012 19:37:33,10.52018634,25.05745342
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1515.063516,1516.764235,11/9/2012 19:37:57,11/9/2012 19:37:59,12.86490683,25.99534161
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1520.949744,1551.076774,11/9/2012 19:38:03,11/9/2012 19:38:33,10.52018634,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1530.000001,1531.8222,11/9/2012 19:38:12,11/9/2012 19:38:14,17.08540373,30.21583851
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1540.806167,1557.691882,11/9/2012 19:38:23,11/9/2012 19:38:40,33.02950311,49.91149068
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,1563.88736,1580.530114,11/9/2012 19:38:46,11/9/2012 19:39:03,74.29658385,89.77173913
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1569.955808,1592.24738,11/9/2012 19:38:52,11/9/2012 19:39:14,11.45807453,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1596.559919,1598.321378,11/9/2012 19:39:19,11/9/2012 19:39:20,16.14751553,31.15372671
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1612.352313,1614.478213,11/9/2012 19:39:34,11/9/2012 19:39:36,17.08540373,35.3742236
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1612.954163,1641.562694,11/9/2012 19:39:35,11/9/2012 19:40:04,12.39596273,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1665.361666,1691.844297,11/9/2012 19:40:27,11/9/2012 19:40:54,12.39596273,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1680.048598,1682.196574,11/9/2012 19:40:42,11/9/2012 19:40:44,11.45807453,23.18167702
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1720.684688,1751.297637,11/9/2012 19:41:23,11/9/2012 19:41:53,13.80279503,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1778.012129,1800.000001,11/9/2012 19:42:20,11/9/2012 19:42:42,11.45807453,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1829.696301,1856.239672,11/9/2012 19:43:12,11/9/2012 19:43:38,8.175465839,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,1860.182221,1877.067935,11/9/2012 19:43:42,11/9/2012 19:43:59,75.70341615,89.30279503
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1896.428037,1906.983801,11/9/2012 19:44:18,11/9/2012 19:44:29,35.3742236,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1910.397,1917.729,11/9/2012 19:44:32,11/9/2012 19:44:46,17.49689441,56.49689441
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,1923.666355,1925.75296,11/9/2012 19:44:46,11/9/2012 19:44:48,17.55434783,30.21583851
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,1965.847586,1980.242961,11/9/2012 19:45:28,11/9/2012 19:45:42,35.8431677,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,1992.147997,2009.398151,11/9/2012 19:45:54,11/9/2012 19:46:11,73.82763975,89.30279503
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2016.256219,2034.478213,11/9/2012 19:46:18,11/9/2012 19:46:36,22.71273292,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2068.572586,2091.034268,11/9/2012 19:47:11,11/9/2012 19:47:33,19.43012422,52.72515528
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2135.15735,2154.958583,11/9/2012 19:48:17,11/9/2012 19:48:37,11.45807453,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,2149.674205,2169.900618,11/9/2012 19:48:32,11/9/2012 19:48:52,75.23447205,92.58540373
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2187.205962,2219.701851,11/9/2012 19:49:09,11/9/2012 19:49:42,9.113354037,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2237.852005,2262.876877,11/9/2012 19:50:00,11/9/2012 19:50:25,10.98913043,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2250.08697,2271.355636,11/9/2012 19:50:12,11/9/2012 19:50:33,25.48291925,49.12888199
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,2270.524565,2287.410279,11/9/2012 19:50:33,11/9/2012 19:50:49,73.82763975,89.30279503
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2288.315829,2318.382119,11/9/2012 19:50:50,11/9/2012 19:51:20,10.98913043,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2320.265058,2336.907812,11/9/2012 19:51:22,11/9/2012 19:51:39,21.30590062,54.60093168
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2338.724462,2363.931553,11/9/2012 19:51:41,11/9/2012 19:52:06,10.52018634,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2389.613465,2412.451697,11/9/2012 19:52:32,11/9/2012 19:52:54,10.05124224,49.91149068
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,2398.117062,2416.156836,11/9/2012 19:52:40,11/9/2012 19:52:58,73.82763975,89.77173913
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2439.987539,2450.481932,11/9/2012 19:53:22,11/9/2012 19:53:32,34.4363354,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2448.884585,2467.349539,11/9/2012 19:53:31,11/9/2012 19:53:49,13.80279503,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2469.110998,2481.927134,11/9/2012 19:53:51,11/9/2012 19:54:04,35.8431677,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2570.160125,2583.037001,11/9/2012 19:55:32,11/9/2012 19:55:45,35.8431677,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2604.229704,2622.269477,11/9/2012 19:56:06,11/9/2012 19:56:24,10.05124224,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,2617.972586,2619.445483,11/9/2012 19:56:20,11/9/2012 19:56:21,17.55434783,27.87111801
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2620.259508,2643.279961,11/9/2012 19:56:22,11/9/2012 19:56:45,34.9052795,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2653.782427,2684.942037,11/9/2012 19:56:56,11/9/2012 19:57:27,10.98913043,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2704.48921,2728.602982,11/9/2012 19:57:46,11/9/2012 19:58:11,11.45807453,54.60093168
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2751.739365,2773.362797,11/9/2012 19:58:34,11/9/2012 19:58:55,10.52018634,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2804.207607,2828.746559,11/9/2012 19:59:26,11/9/2012 19:59:51,12.39596273,53.19409938
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2837.791266,2854.43402,11/9/2012 20:00:00,11/9/2012 20:00:16,34.4363354,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2858.685819,2879.458892,11/9/2012 20:00:21,11/9/2012 20:00:41,13.33385093,49.44254658
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2903.500824,2932.048614,11/9/2012 20:01:06,11/9/2012 20:01:34,10.05124224,52.72515528
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,2909.73863,2911.395639,11/9/2012 20:01:12,11/9/2012 20:01:13,11.92701863,21.77484472
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,2954.450567,2984.699077,11/9/2012 20:01:56,11/9/2012 20:02:27,7.23757764,49.91149068
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3003.213671,3033.522921,11/9/2012 20:02:45,11/9/2012 20:03:16,18.49223602,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3053.379344,3074.030937,11/9/2012 20:03:35,11/9/2012 20:03:56,11.45807453,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3099.469889,3126.25622,11/9/2012 20:04:21,11/9/2012 20:04:48,11.45807453,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3142.76729,3145.528972,11/9/2012 20:05:05,11/9/2012 20:05:08,13.33385093,28.34006211
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3150.784072,3192.998358,11/9/2012 20:05:13,11/9/2012 20:05:55,12.86490683,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3159.95109,3161.976324,11/9/2012 20:05:22,11/9/2012 20:05:24,16.14751553,30.21583851
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3286.697947,3301.518502,11/9/2012 20:07:29,11/9/2012 20:07:44,31.62267081,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3307.41028,3327.515213,11/9/2012 20:07:49,11/9/2012 20:08:10,21.30590062,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3344.572047,3364.494761,11/9/2012 20:08:27,11/9/2012 20:08:46,18.96118012,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3363.760331,3384.472664,11/9/2012 20:08:46,11/9/2012 20:09:06,21.30590062,54.13198758
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3394.549951,3408.823846,11/9/2012 20:09:17,11/9/2012 20:09:31,31.62267081,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3409.977906,3440.651595,11/9/2012 20:09:32,11/9/2012 20:10:03,18.49223602,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3426.781931,3441.940498,11/9/2012 20:09:49,11/9/2012 20:10:04,19.43012422,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3446.234123,3459.414699,11/9/2012 20:10:08,11/9/2012 20:10:21,34.9052795,52.25621118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3462.203188,3488.382119,11/9/2012 20:10:24,11/9/2012 20:10:50,23.65062112,48.97360248
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3517.76917,3537.874103,11/9/2012 20:11:20,11/9/2012 20:11:40,22.24378882,51.31832298
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3536.112644,3548.807299,11/9/2012 20:11:38,11/9/2012 20:11:51,38.6568323,54.13198758
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3553.843168,3555.240187,11/9/2012 20:11:56,11/9/2012 20:11:57,16.61645963,29.27795031
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3568.117063,3581.905038,11/9/2012 20:12:10,11/9/2012 20:12:24,15.20962733,53.19409938
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3580.750979,3599.276672,11/9/2012 20:12:23,11/9/2012 20:12:41,21.30590062,56.94565217
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3620.524565,3646.460537,11/9/2012 20:13:03,11/9/2012 20:13:28,19.89906832,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3622.346765,3624.958584,11/9/2012 20:13:04,11/9/2012 20:13:07,13.80279503,27.40217391
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3642.998358,3645.063517,11/9/2012 20:13:25,11/9/2012 20:13:27,12.39596273,25.05745342
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3661.998872,3663.699591,11/9/2012 20:13:44,11/9/2012 20:13:46,13.33385093,25.52639752
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3675.726107,3706.642757,11/9/2012 20:13:58,11/9/2012 20:14:29,13.33385093,50.84937888
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3689.878522,3692.429601,11/9/2012 20:14:12,11/9/2012 20:14:14,16.14751553,30.68478261
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3735.179447,3757.16732,11/9/2012 20:14:57,11/9/2012 20:15:19,20.36801242,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3784.610691,3806.537824,11/9/2012 20:15:47,11/9/2012 20:16:09,20.83695652,49.91149068
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3821.778009,3843.583661,11/9/2012 20:16:24,11/9/2012 20:16:46,21.77484472,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3874.069581,3895.024874,11/9/2012 20:17:16,11/9/2012 20:17:37,18.96118012,54.13198758
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3906.61511,3926.173384,11/9/2012 20:17:49,11/9/2012 20:18:08,18.96118012,49.44254658
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3924.654884,3945.670917,11/9/2012 20:18:07,11/9/2012 20:18:28,22.24378882,52.72515528
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,3931.62648,3933.528972,11/9/2012 20:18:14,11/9/2012 20:18:16,11.92701863,24.58850932
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,3977.669787,3998.38212,11/9/2012 20:19:00,11/9/2012 20:19:20,19.89906832,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,4028.68027,4054.008841,11/9/2012 20:19:51,11/9/2012 20:20:16,20.83695652,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,4223.698754,4225.478505,11/9/2012 20:23:06,11/9/2012 20:23:07,15.67857143,31.62267081
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,4235.663,4254.118,11/9/2012 20:23:16,11/9/2012 20:23:35,21.02795031,54.02795031
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,4285.993,4306.197,11/9/2012 20:24:07,11/9/2012 20:24:28,14.27639752,52.27639752
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,4306.395639,4308.543614,11/9/2012 20:24:28,11/9/2012 20:24:31,15.20962733,30.68478261
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,4312.962305,4328.059502,11/9/2012 20:24:35,11/9/2012 20:24:50,38.6568323,53.66304348
./audio/DCPP01A_d01_121109_191242.d100.x.wav,20Hz,4334.74891,4336.835514,11/9/2012 20:24:57,11/9/2012 20:24:59,16.61645963,30.68478261
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,4337.254829,4357.814019,11/9/2012 20:24:59,11/9/2012 20:25:20,24.11956522,51.78726708
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,4388.980062,4409.600623,11/9/2012 20:25:51,11/9/2012 20:26:12,22.24378882,50.38043478
./audio/DCPP01A_d01_121109_191242.d100.x.wav,A,4401.561059,4413.282866,11/9/2012 20:26:04,11/9/2012 20:26:15,74.29658385,87.42701863
