audio_file,annotation,start_time,end_time,low_f,high_f
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2535.916425,2537.395416,15,26
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2541.557492,2554.880967,35.11645963,47.37732919
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2583.174442,2585.06037,15,25
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2592.501263,2594.199023,14,27
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2594.529054,2615.675486,34.67857143,48.25310559
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2614.649371,2616.333319,15,27
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2631.738477,2633.239648,15,25
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2637.437701,2639.087262,15,26
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2649.953666,2669.999995,13,49
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2684.448093,2686.242093,14,25
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2704.99997,2725.599581,14,50
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2763.475279,2784.560594,30.73757764,48.25310559
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2779.795628,2781.551303,15,26
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,2802.052802,2803.629193,15,27
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2822.191825,2833.070625,36.43012422,47.37732919
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2830.99997,2846.3941,12,50
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,40Hz,2850.422141,2851.821097,64,98
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2887.325641,2909.633293,11.47049689,51.31832298
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,2939.99997,2958.082207,12,52
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,3077.99997,3091.955733,20,46
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,40Hz,3094.999969,3096.958939,53.06987578,77
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,3132.999969,3153.475278,17,48
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,3186.042186,3208.533189,13.22204969,48.25310559
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,3206.762476,3208.430215,15,27
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,3229.540497,3231.299268,14,26
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,3236.999969,3250.931534,14,53
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,B,3362.986343,3376.676519,13.65993789,47.81521739
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,3374.183194,3375.648758,15,26
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,3444.905656,3446.556628,14,27
./audio/CC2411SR_CO_SB07_20241120_180000_000.wav,20Hz,3469.06546,3470.555679,15,26
