audio_file,annotation,start_time,end_time,low_f,high_f
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,20Hz,1228.797385,1230.764737,15,25
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,1248.14032,1259.903815,67,81
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1297.211787,1313.102169,21.54192547,48.69099379
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,1369.038065,1379.462903,70,83
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1416.050566,1432.185416,22.85559006,48.69099379
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,1490.02157,1499.029993,72,83
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,20Hz,1500.019875,1500.722463,16,28
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1536.845085,1552.735468,11.47049689,49.12888199
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,1618.777697,1632.528997,68.39596273,87.22515528
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1667.287691,1682.139087,22.85559006,47.81521739
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,1747.575048,1757.247575,72,84
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1793.999996,1809.350875,15,50
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,1884.150473,1897.811905,70,82
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1931.856666,1946.95253,22.85559006,50.00465839
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,1982.383553,1996.562664,21.97981366,49.56677019
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2035.416232,2052.406718,22.85559006,49.12888199
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,2108.799992,2120.926305,71,82
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2155.999996,2171.306614,15,48
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2208.998962,2223.911474,34.67857143,50.44254658
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2260.0759,2272.665973,34.24068323,47.81521739
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,2435.369902,2448.571143,71.46118012,82.84627329
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2483.154907,2498.495238,34.24068323,49.56677019
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,A,2569.671246,2582.750253,71.46118012,84.15993789
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2617.203407,2631.199167,24.60714286,49.56677019
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2667.983138,2682.040016,34.24068323,46.93944099
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2722.360388,2736.600615,23.73136646,48.69099379
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2770.023159,2786.891411,25.04503106,47.81521739
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,2899.121194,2916.478381,25.92080745,48.69099379
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3039.342496,3061.527915,32.05124224,47.81521739
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3099.953665,3121.100097,36.86801242,48.25310559
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3160.075899,3182.077967,37.30590062,46.5015528
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3221.359352,3243.789239,36.43012422,47.37732919
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3348.693375,3371.612196,34.67857143,47.81521739
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3410.771348,3430.084275,36.43012422,47.81521739
./audio/CC2411SR_CO_SB07_20241120_190000_003.wav,B,3529.182309,3540.855629,35.55434783,47.81521739
