audio_file,annotation,high_f,low_f,start_time,end_time,score
./audio/CO20150122-232930.wav,20Hz,30.21628571,15.21852112,643.1824249,645.153894,0.498087913
./audio/CO20150122-232930.wav,20Hz,23.94312286,12.41255188,652.9708008,655.1687317,0.976297855
./audio/CO20150122-232930.wav,20Hz,32.57555389,15.82673645,659.3522034,661.909436,0.985171378
./audio/CO20150122-232930.wav,20Hz,33.05410767,16.18482971,671.3109619,673.9604187,0.977871478
./audio/CO20150122-232930.wav,20Hz,27.39379883,16.61837769,676.6479858,679.7437744,0.405352622
./audio/CO20150122-232930.wav,20Hz,25.57524872,12.4858551,681.9841553,684.5277588,0.970371366
./audio/CO20150122-232930.wav,20Hz,29.43226624,15.55639648,700.1312456,701.6424961,0.802945614
./audio/CO20150122-232930.wav,20Hz,30.48688507,15.23654175,703.4369591,705.2118881,0.825369954
./audio/CO20150122-232930.wav,20Hz,29.83864594,16.7966156,721.2457184,724.3265198,0.964791775
./audio/CO20150122-232930.wav,20Hz,24.00421143,13.02081299,736.8612976,739.6827515,0.969857752
./audio/CO20150122-232930.wav,20Hz,31.61342621,15.29859924,746.4269958,748.6054321,0.976582706
./audio/CO20150122-232930.wav,20Hz,32.17727661,17.24879456,755.6275024,757.728302,0.903030396
./audio/CO20150122-232930.wav,20Hz,24.63908386,12.22940063,777.7555298,780.5048706,0.862016618
./audio/CO20150122-232930.wav,20Hz,32.12116241,16.53430176,787.6334412,790.032666,0.9417997
./audio/CO20150122-232930.wav,20Hz,31.96181488,16.41926575,796.832312,799.401593,0.842676163
./audio/CO20150122-232930.wav,20Hz,25.34044647,12.69891357,801.5674129,804.1916645,0.972471714
./audio/CO20150122-232930.wav,20Hz,33.16545868,15.47167969,819.747374,822.4142349,0.968553305
./audio/CO20150122-232930.wav,20Hz,30.51755524,16.49273682,829.5686829,832.0433411,0.934466004
./audio/CO20150122-232930.wav,20Hz,32.77144623,16.17312622,837.3392059,840.1642944,0.979030311
./audio/CO20150122-232930.wav,20Hz,25.02326965,12.29545593,842.3922974,844.8878418,0.918307662
./audio/CO20150122-232930.wav,20Hz,23.19963837,12.44622803,852.87453,854.9930603,0.422923684
./audio/CO20150122-232930.wav,20Hz,34.20262146,15.36720276,860.6413086,863.4012329,0.965255976
./audio/CO20150122-232930.wav,20Hz,31.35416412,15.96073914,871.3594055,873.6023193,0.971416295
./audio/CO20150122-232930.wav,20Hz,33.70217896,16.45930481,879.142865,882.1959229,0.975771606
./audio/CO20150122-232930.wav,20Hz,34.32379913,16.56814575,897.1772034,899.6650024,0.966400862
./audio/CO20150122-232930.wav,20Hz,28.36437225,14.55844116,900.2688949,902.0809082,0.104008183
./audio/CO20150122-232930.wav,20Hz,23.1506958,12.30609131,904.4903416,906.3527573,0.862487614
./audio/CO20150122-232930.wav,20Hz,23.04586792,12.45562744,909.5890358,912.8354492,0.855421245
./audio/CO20150122-232930.wav,20Hz,32.04958344,16.07286072,912.9480362,914.8042633,0.980064809
./audio/CO20150122-232930.wav,20Hz,30.72557831,16.36972046,919.0115662,921.9266754,0.781264424
./audio/CO20150122-232930.wav,20Hz,31.28197479,15.94104004,923.9507065,926.1872162,0.967515588
./audio/CO20150122-232930.wav,20Hz,30.43531799,16.37937927,928.8405762,931.1245117,0.953638852
./audio/CO20150122-232930.wav,20Hz,23.60444641,12.63478088,946.6450775,949.1636658,0.874885142
./audio/CO20150122-232930.wav,20Hz,22.9852829,12.49359131,951.5297363,954.5877197,0.341621965
./audio/CO20150122-232930.wav,20Hz,30.55558777,16.14201355,955.4505005,958.5908569,0.069354378
./audio/CO20150122-232930.wav,20Hz,29.10596466,15.44993591,962.1539368,964.9204468,0.309423089
./audio/CO20150122-232930.wav,40Hz,66.00250244,50.48968506,962.2944641,963.8486694,0.588058472
./audio/CO20150122-232930.wav,20Hz,24.00917053,12.67506409,979.1320068,982.2193848,0.477136612
./audio/CO20150122-232930.wav,20Hz,23.98514557,12.6361084,988.4528931,991.0522522,0.947607398
./audio/CO20150122-232930.wav,20Hz,22.69416809,12.59196472,992.7745789,995.2177979,0.06600336
./audio/CO20150122-232930.wav,20Hz,32.00549316,16.83065796,999.368335,1000.000006,0.131384
./audio/CO20150122-232930.wav,20Hz,31.18202209,15.55545044,1000.164203,1002.550942,0.366004318
./audio/CO20150122-232930.wav,20Hz,31.51364136,16.03805542,1007.001604,1009.463899,0.957959712
./audio/CO20150122-232930.wav,20Hz,23.14131165,12.10313416,1021.619203,1024.42318,0.450019419
./audio/CO20150122-232930.wav,20Hz,23.49443054,11.97900391,1028.641727,1031.173819,0.505749881
./audio/CO20150122-232930.wav,20Hz,31.48377228,15.83576965,1040.246317,1042.563702,0.962734282
./audio/CO20150122-232930.wav,20Hz,31.84815979,15.27268982,1047.321475,1049.696066,0.846419692
./audio/CO20150122-232930.wav,20Hz,24.57495117,12.58766174,1050.921405,1053.165894,0.760831654
./audio/CO20150122-232930.wav,20Hz,22.57678986,12.71508789,1062.133423,1064.643542,0.270930409
./audio/CO20150122-232930.wav,20Hz,32.51309967,14.80966187,1068.921906,1071.704913,0.982012272
./audio/CO20150122-232930.wav,20Hz,32.26594543,16.17149353,1080.749597,1082.760358,0.973188996
./audio/CO20150122-232930.wav,20Hz,33.04931641,15.90220642,1087.830792,1090.048279,0.979207814
./audio/CO20150122-232930.wav,20Hz,23.99121857,12.62731934,1091.545813,1093.691815,0.517811358
./audio/CO20150122-232930.wav,20Hz,23.3733902,12.65959167,1104.57389,1106.0301,0.773863733
./audio/CO20150122-232930.wav,20Hz,33.00702667,15.00247192,1109.420435,1111.934348,0.964499831
./audio/CO20150122-232930.wav,20Hz,31.90483093,14.75558472,1129.747372,1132.266501,0.947614968
./audio/CO20150122-232930.wav,20Hz,25.53623962,12.94947815,1132.276105,1134.364633,0.931225955
./audio/CO20150122-232930.wav,20Hz,29.71820068,15.4828186,1138.552036,1141.372885,0.54671365
./audio/CO20150122-232930.wav,20Hz,23.21264648,12.13739014,1152.905206,1154.977985,0.61568594
./audio/CO20150122-232930.wav,20Hz,25.5388031,12.37684631,1159.826984,1162.210132,0.948065877
./audio/CO20150122-232930.wav,20Hz,33.61371613,16.28759766,1171.182422,1173.748248,0.974922657
./audio/CO20150122-232930.wav,20Hz,32.98409271,16.57273865,1177.417279,1179.52973,0.989739776
./audio/CO20150122-232930.wav,20Hz,28.0616684,17.45799255,1179.59068,1181.590894,0.104460977
./audio/CO20150122-232930.wav,20Hz,23.19437408,12.53166199,1187.085736,1189.935291,0.446117073
./audio/CO20150122-232930.wav,20Hz,31.39679718,15.69184875,1213.357104,1215.208913,0.981743574
./audio/CO20150122-232930.wav,20Hz,23.95147705,12.70227051,1227.925168,1231.017914,0.778004348
./audio/CO20150122-232930.wav,20Hz,25.6021347,12.83804321,1232.296249,1234.967728,0.981182516
./audio/CO20150122-232930.wav,20Hz,32.1765976,16.49267578,1246.785596,1249.116086,0.965641379
./audio/CO20150122-232930.wav,20Hz,32.46520996,15.6192627,1251.218903,1253.619128,0.981836319
./audio/CO20150122-232930.wav,20Hz,29.08758545,13.81549072,1267.942078,1270.732092,0.931181073
./audio/CO20150122-232930.wav,20Hz,31.77706909,16.52961731,1287.794611,1289.99444,0.958853126
./audio/CO20150122-232930.wav,20Hz,32.15139008,16.11592102,1292.500317,1295.500372,0.977525413
./audio/CO20150122-232930.wav,20Hz,29.38054657,17.39839172,1295.075598,1296.067548,0.165394709
./audio/CO20150122-232930.wav,20Hz,30.50331116,16.42472839,1309.894658,1312.376964,0.925512373
./audio/CO20150122-232930.wav,20Hz,31.32859802,15.55496216,1332.964401,1335.860739,0.972653151
./audio/CO20150122-232930.wav,20Hz,30.71608734,16.11488342,1352.75531,1355.260718,0.9447456
./audio/CO20150122-232930.wav,20Hz,23.8563385,13.54385376,1357.640881,1360.822614,0.324878246
./audio/CO20150122-232930.wav,20Hz,31.55516052,16.04598999,1376.809778,1379.594489,0.978606284
./audio/CO20150122-232930.wav,20Hz,29.78073883,16.31077576,1394.466956,1396.165979,0.974134922
./audio/CO20150122-232930.wav,20Hz,23.40611267,12.3384552,1399.200592,1400.000006,0.0550525
./audio/CO20150122-232930.wav,20Hz,25.48264313,12.24699402,1400.162628,1402.164784,0.639093101
./audio/CO20150122-232930.wav,20Hz,29.6111908,15.56898499,1419.450856,1421.410593,0.56274718
./audio/CO20150122-232930.wav,20Hz,24.20418549,12.6363678,1431.56394,1434.273013,0.968020618
./audio/CO20150122-232930.wav,20Hz,29.36688995,16.69415283,1436.764984,1438.997198,0.622624636
./audio/CO20150122-232930.wav,20Hz,33.0841217,17.39593506,1438.851544,1441.252042,0.979433179
./audio/CO20150122-232930.wav,20Hz,31.50027466,16.28759766,1450.623129,1453.528925,0.980217457
./audio/CO20150122-232930.wav,20Hz,24.04769135,13.0309906,1472.581689,1475.461584,0.969299734
./audio/CO20150122-232930.wav,20Hz,28.94234467,16.59346008,1478.156708,1480.287286,0.832526445
./audio/CO20150122-232930.wav,20Hz,24.14645386,12.93051147,1486.718872,1490.073413,0.70672065
./audio/CO20150122-232930.wav,20Hz,31.79566193,16.26832581,1491.251465,1494.07243,0.97322911
./audio/CO20150122-232930.wav,20Hz,29.20055389,16.03379822,1506.387726,1508.154359,0.093874224
./audio/CO20150122-232930.wav,20Hz,24.06234741,12.52502441,1513.294026,1515.864568,0.987325191
./audio/CO20150122-232930.wav,20Hz,29.85333252,16.16596985,1520.495529,1523.468811,0.848378658
./audio/CO20150122-232930.wav,20Hz,23.73695374,12.4312439,1527.991119,1532.242157,0.282312632
./audio/CO20150122-232930.wav,20Hz,30.85762787,16.36195374,1531.993546,1534.731616,0.982356548
./audio/CO20150122-232930.wav,20Hz,31.27545166,16.44781494,1546.435022,1548.454788,0.980104446
./audio/CO20150122-232930.wav,20Hz,31.42668152,15.93788147,1563.072797,1565.774329,0.946079493
./audio/CO20150122-232930.wav,20Hz,23.71537781,12.82003784,1569.301044,1571.945752,0.83146441
./audio/CO20150122-232930.wav,20Hz,29.63154602,15.97080994,1573.973059,1576.029297,0.983669877
./audio/CO20150122-232930.wav,20Hz,31.57499695,14.78971863,1587.174115,1589.415155,0.971371055
./audio/CO20150122-232930.wav,20Hz,23.45800781,12.41270447,1610.465257,1612.712577,0.829361796
./audio/CO20150122-232930.wav,20Hz,30.9732666,16.34425354,1616.524989,1618.605003,0.855807126
./audio/CO20150122-232930.wav,20Hz,31.36802673,15.58811951,1627.693353,1629.823694,0.984661758
./audio/CO20150122-232930.wav,20Hz,24.85736847,12.65193176,1633.974515,1636.213852,0.989497662
./audio/CO20150122-232930.wav,20Hz,22.4050827,12.79708862,1638.086508,1640.642218,0.10275805
./audio/CO20150122-232930.wav,20Hz,24.14234161,13.80459595,1649.919284,1652.070905,0.554655433
./audio/CO20150122-232930.wav,20Hz,31.51268768,15.6698761,1652.203265,1654.327264,0.985848546
./audio/CO20150122-232930.wav,20Hz,29.2374115,17.20930481,1654.003497,1654.975519,0.418179095
./audio/CO20150122-232930.wav,20Hz,29.4506073,15.60791016,1668.894647,1670.897772,0.98229444
./audio/CO20150122-232930.wav,20Hz,31.10984802,14.92524719,1688.988812,1692.102222,0.808659136
./audio/CO20150122-232930.wav,20Hz,31.39015961,15.5035553,1692.587769,1694.668555,0.974789321
./audio/CO20150122-232930.wav,20Hz,31.44573212,15.78651428,1697.611969,1699.930371,0.567177951
./audio/CO20150122-232930.wav,20Hz,31.22210693,15.84841919,1709.237073,1711.692162,0.956405222
./audio/CO20150122-232930.wav,20Hz,23.6734848,12.59315491,1714.499448,1716.3338,0.801358104
./audio/CO20150122-232930.wav,20Hz,24.73976898,13.01956177,1730.832559,1733.207541,0.929419041
./audio/CO20150122-232930.wav,20Hz,29.16551208,13.68841553,1732.784729,1734.532578,0.857032001
./audio/CO20150122-232930.wav,20Hz,31.16795349,16.8591156,1739.428326,1741.911639,0.957942128
./audio/CO20150122-232930.wav,20Hz,32.3866272,15.92900085,1749.149777,1751.506946,0.968881488
./audio/CO20150122-232930.wav,20Hz,32.64242554,15.90142822,1773.206805,1775.911713,0.965618372
./audio/CO20150122-232930.wav,20Hz,31.49493408,16.78474426,1780.156024,1782.684259,0.977896452
./audio/CO20150122-232930.wav,20Hz,30.10829163,16.06452942,1790.154169,1791.996722,0.956202865
./audio/CO20150122-232930.wav,20Hz,23.21923828,12.81488037,1802.931961,1805.188187,0.053108402
./audio/CO20150122-232930.wav,20Hz,23.6605072,12.89685059,1812.550983,1815.108661,0.876534879
./audio/CO20150122-232930.wav,20Hz,30.99266052,15.94487,1821.568771,1823.993333,0.974152327
./audio/CO20150122-232930.wav,20Hz,31.51968384,16.01686096,1830.68186,1833.657599,0.939431846
./audio/CO20150122-232930.wav,20Hz,29.54769135,16.69178772,1863.74278,1866.299756,0.287623435
./audio/CO20150122-232930.wav,20Hz,24.0435791,13.07141113,1872.758661,1875.015454,0.90255028
./audio/CO20150122-232930.wav,20Hz,23.30812836,12.48791504,1887.084387,1890.348291,0.369436026
./audio/CO20150122-232930.wav,20Hz,31.93592834,15.98483276,1891.755072,1894.158624,0.933303654
./audio/CO20150122-232930.wav,20Hz,33.12955475,15.87234497,1922.399448,1925.107971,0.96487093
./audio/CO20150122-232930.wav,20Hz,30.7345047,15.95445251,1933.140295,1935.229276,0.9669891
./audio/CO20150122-232930.wav,20Hz,24.20323181,12.49128723,1943.496552,1945.56933,0.976896346
./audio/CO20150122-232930.wav,20Hz,30.52394867,16.05522156,1946.986655,1949.666159,0.958095849
./audio/CO20150122-232930.wav,20Hz,32.59515381,16.2951355,1961.699243,1964.101758,0.969050825
./audio/CO20150122-232930.wav,20Hz,22.98919678,12.38800049,1968.99762,1971.196832,0.501621366
./audio/CO20150122-232930.wav,20Hz,24.4850235,12.61593628,1983.76424,1985.645038,0.916214406
./audio/CO20150122-232930.wav,20Hz,28.72058105,15.9627533,1987.327338,1989.985706,0.671785474
./audio/CO20150122-232930.wav,20Hz,33.04174042,15.92079163,2002.992589,2005.274791,0.96787709
./audio/CO20150122-232930.wav,20Hz,23.58887482,12.69390869,2011.94538,2014.504567,0.804725766
./audio/CO20150122-232930.wav,20Hz,31.45011139,16.46525574,2017.246945,2019.689001,0.98712641
./audio/CO20150122-232930.wav,20Hz,25.06780243,13.08898926,2027.59101,2029.844138,0.990806758
./audio/CO20150122-232930.wav,20Hz,27.1370697,15.24047852,2030.725922,2032.776337,0.964602113
./audio/CO20150122-232930.wav,20Hz,25.37924194,13.24427795,2039.732739,2041.98736,0.848155737
./audio/CO20150122-232930.wav,20Hz,30.24121094,15.12911987,2057.992725,2060.568787,0.980747044
./audio/CO20150122-232930.wav,20Hz,25.31700134,13.79826355,2060.250458,2061.382123,0.192585453
./audio/CO20150122-232930.wav,20Hz,30.78813934,16.19593811,2063.083881,2064.748212,0.98430413
./audio/CO20150122-232930.wav,20Hz,23.14385986,12.54907227,2067.144904,2069.78407,0.308055162
./audio/CO20150122-232930.wav,20Hz,33.35842896,15.70388794,2073.104376,2075.647113,0.961452067
./audio/CO20150122-232930.wav,20Hz,23.37552643,12.79948425,2080.465143,2083.116589,0.063244522
./audio/CO20150122-232930.wav,20Hz,27.68370819,15.30335999,2086.248798,2088.703204,0.258192867
./audio/CO20150122-232930.wav,20Hz,23.39443207,12.85626221,2108.26897,2110.824271,0.232734665
./audio/CO20150122-232930.wav,20Hz,30.45922089,16.07174683,2127.019415,2129.601926,0.927900255
./audio/CO20150122-232930.wav,20Hz,23.29137421,12.63487244,2131.557867,2134.071976,0.434768349
./audio/CO20150122-232930.wav,20Hz,30.9668808,14.98310852,2150.240506,2152.420502,0.25204742
./audio/CO20150122-232930.wav,20Hz,29.17491913,15.99407959,2168.394409,2170.121991,0.907222271
./audio/CO20150122-232930.wav,20Hz,23.23965454,12.61953735,2186.478827,2189.589191,0.141769394
./audio/CO20150122-232930.wav,20Hz,32.02649689,15.76803589,2210.554332,2213.112354,0.951188862
./audio/CO20150122-232930.wav,20Hz,28.79394531,16.91921997,2245.656015,2247.50426,0.218895674
./audio/CO20150122-232930.wav,20Hz,31.17769623,15.6164093,2257.450189,2259.899908,0.967915833
./audio/CO20150122-232930.wav,20Hz,23.56774902,12.4785614,2263.018121,2265.342462,0.907489836
./audio/CO20150122-232930.wav,20Hz,22.46294403,12.78434753,2267.721332,2270.208667,0.439411104
./audio/CO20150122-232930.wav,20Hz,23.9535675,13.43553162,2279.99715,2282.232031,0.230994061
./audio/CO20150122-232930.wav,20Hz,30.896698,15.62055969,2281.769128,2283.764838,0.977848947
./audio/CO20150122-232930.wav,20Hz,27.90420532,15.61851501,2300.0867,2301.617919,0.191011161
./audio/CO20150122-232930.wav,20Hz,23.35233307,12.38853455,2320.803128,2323.185849,0.244416237
./audio/CO20150122-232930.wav,20Hz,30.25866699,15.65917969,2339.251736,2341.956955,0.949495733
./audio/CO20150122-232930.wav,20Hz,23.03364563,12.52787781,2362.357159,2364.589569,0.46307677
./audio/CO20150122-232930.wav,20Hz,29.16732788,15.88525391,2381.16853,2383.784277,0.938639164
./audio/CO20150122-232930.wav,20Hz,27.85895538,15.31230164,2398.514447,2400.000006,0.676563561
./audio/CO20150122-232930.wav,20Hz,24.98571777,12.89852905,2418.060167,2420.652498,0.966349244
./audio/CO20150122-232930.wav,20Hz,29.85414886,15.29039001,2422.590504,2424.548451,0.953640163
./audio/CO20150122-232930.wav,20Hz,33.89491272,16.62052917,2435.683884,2438.045117,0.976583242
./audio/CO20150122-232930.wav,20Hz,27.08968353,17.11378479,2440.239432,2441.202652,0.149888277
./audio/CO20150122-232930.wav,20Hz,25.09399414,12.65313721,2458.251013,2461.074524,0.9608199
./audio/CO20150122-232930.wav,20Hz,27.83834076,15.11006165,2463.456989,2465.542529,0.96295011
./audio/CO20150122-232930.wav,20Hz,26.65576172,15.83699036,2482.282922,2484.377551,0.910580754
./audio/CO20150122-232930.wav,20Hz,22.80570221,12.47973633,2490.021539,2492.05882,0.694394171
./audio/CO20150122-232930.wav,20Hz,24.24256897,13.05821228,2496.907098,2498.937866,0.909401953
./audio/CO20150122-232930.wav,20Hz,29.07264709,15.0018158,2504.70976,2506.34515,0.9365412
./audio/CO20150122-232930.wav,20Hz,30.64084625,16.46315002,2509.636984,2511.621163,0.973969817
./audio/CO20150122-232930.wav,20Hz,30.46631622,15.76757813,2515.582996,2517.391116,0.943367422
./audio/CO20150122-232930.wav,20Hz,23.10988617,12.73291016,2526.977832,2529.185693,0.143118754
./audio/CO20150122-232930.wav,20Hz,23.83065796,12.47819519,2532.159506,2534.134058,0.893047929
./audio/CO20150122-232930.wav,20Hz,29.9401474,16.08590698,2550.924463,2552.73952,0.977514029
./audio/CO20150122-232930.wav,20Hz,30.68662262,16.12980652,2554.632239,2556.226202,0.825471342
./audio/CO20150122-232930.wav,20Hz,25.82162476,14.78225708,2567.600854,2570.069098,0.226853788
./audio/CO20150122-232930.wav,20Hz,24.08036804,12.634552,2573.632513,2575.574054,0.930008829
./audio/CO20150122-232930.wav,20Hz,27.0605545,16.30709839,2587.153418,2589.229419,0.797996819
./audio/CO20150122-232930.wav,20Hz,29.73532104,16.34524536,2592.304382,2594.103094,0.965692222
./audio/CO20150122-232930.wav,20Hz,30.07920837,15.94662476,2594.3362,2595.954761,0.984404743
./audio/CO20150122-232930.wav,20Hz,31.09229279,16.76190186,2612.647977,2614.666495,0.984124601
./audio/CO20150122-232930.wav,20Hz,32.42105103,17.60047913,2628.31102,2630.052661,0.985979497
./audio/CO20150122-232930.wav,20Hz,29.90550232,18.14402771,2630.10755,2631.149283,0.583908558
./audio/CO20150122-232930.wav,20Hz,26.64732361,16.45391846,2631.474802,2632.729489,0.617904365
./audio/CO20150122-232930.wav,20Hz,26.05176544,14.62469482,2653.162915,2655.791193,0.225183755
./audio/CO20150122-232930.wav,20Hz,22.80819702,12.76959229,2658.064539,2660.430597,0.874140024
./audio/CO20150122-232930.wav,20Hz,27.5025177,15.67744446,2668.165857,2670.238068,0.949728847
./audio/CO20150122-232930.wav,20Hz,23.41275787,13.02684021,2697.752338,2699.595404,0.154006585
./audio/CO20150122-232930.wav,20Hz,24.18599701,12.98387146,2738.214029,2741.231696,0.203265682
./audio/CO20150122-232930.wav,20Hz,30.02602386,16.48139954,2757.146454,2759.444067,0.773466229
./audio/CO20150122-232930.wav,20Hz,24.91763306,13.51249695,2779.248401,2782.247296,0.777219832
./audio/CO20150122-232930.wav,20Hz,31.94076538,15.87763977,2797.70318,2799.787878,0.973505914
./audio/CO20150122-232930.wav,20Hz,24.8364563,13.02789307,2820.058966,2823.081499,0.960341394
./audio/CO20150122-232930.wav,20Hz,30.20106506,15.08914185,2838.808685,2840.554272,0.956457853
./audio/CO20150122-232930.wav,20Hz,29.50960541,16.79806519,2856.036261,2858.069843,0.950858772
./audio/CO20150122-232930.wav,20Hz,23.05101013,12.72050476,2861.870129,2864.171722,0.959033132
./audio/CO20150122-232930.wav,20Hz,25.26236725,13.86399841,2864.063214,2865.930396,0.926665187
./audio/CO20150122-232930.wav,20Hz,23.23986053,13.29017639,2878.107281,2880.001306,0.847550035
./audio/CO20150122-232930.wav,20Hz,30.12023926,15.34448242,2880.01593,2882.198779,0.976809084
./audio/CO20150122-232930.wav,20Hz,24.65419769,12.91644287,2893.132666,2895.738434,0.95414412
